AutoCode,SName,Item,Cuisine,Deptt,Rate,Tax,Trackable,Recipie Code,Liquor,Discountable,Category,Genre,Discontinued,GROUPS,SECSTK,RW_SSTK_ACD,PEG TYPE,LARGE,TAXABLE,FORCEQTY,QTY,TQTY,SELL_UOM,UOM_ACODE,ROLLBACK,DECIMAL,PRODUCTION,PROD_QTY,PROD_UOM,PROD_CONV,SRVTAX,BARCODE,PUR_ITEM,PUR_UOM,PUR_CONV,OPG_STK,ASK_RATE,ENB_SHELF_LIFE,SL_VALUE,SL_DURATION,SL_DAYS,BATCH_TYPE,ROLLBK_PRD,DLV_RATE,OPG_STK_LOC,RCP_ACTIVE,CESS_PERC,ICON_IDX,USE_ALT_NAME,ALT_NAME,MIN_LEVEL
227,"0226","Blue Berry L",0,"K",2.4000000000000000e+02,0.0000000000000000e+00,0,0,0,0,"ICE SODA BLAST",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
228,"0227","Kadai Chicken Half",0,"K",3.2000000000000000e+02,0.0000000000000000e+00,0,0,0,0,"PASTA",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
229,"0228","Manchurian Veg",0,"K",3.4000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"PASTA",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
230,"0229","Butter Roti",0,"K",2.5000000000000000e+01,5.0000000000000000e+00,0,0,0,0,"BURGERS & HOT D",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
231,"0230","Salad",0,"K",1.2000000000000000e+02,0.0000000000000000e+00,0,0,0,0,"GRILLED SANDWIC",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
232,"0231","Kadai Chicken Full",0,"K",4.4000000000000000e+02,0.0000000000000000e+00,0,0,0,0,"GRILLED SANDWIC",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
233,"0232","Hot Milk",0,"K",8.0000000000000000e+01,0.0000000000000000e+00,0,0,0,0,"HOT BEVERAGES",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
234,"0233","Masala Chicken",0,"K",2.5000000000000000e+02,0.0000000000000000e+00,0,0,0,0,"BURGERS & HOT D",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
235,"0234","Rice",0,"K",1.2000000000000000e+02,0.0000000000000000e+00,0,0,0,0,"BURGERS & HOT D",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
236,"0235","Roti",0,"K",2.0000000000000000e+01,0.0000000000000000e+00,0,0,0,0,"BURGERS & HOT D",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
237,"0236","Coffee",0,"K",6.0000000000000000e+01,0.0000000000000000e+00,0,0,0,0,"HOT BEVERAGES",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
238,"0237","Chilli Mushroom",0,"K",2.2000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"BURGERS & HOT D",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
239,"0238","Kaddi Paneer",0,"K",2.4000000000000000e+02,0.0000000000000000e+00,0,0,0,0,"GRILLED SANDWIC",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
240,"0239","Veg Raita",0,"K",1.1000000000000000e+02,0.0000000000000000e+00,0,0,0,0,"DESSERTS",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
241,"0240","Gulab Jamun",0,"K",1.2000000000000000e+02,0.0000000000000000e+00,0,0,0,0,"WAFFLES",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
242,"0241","Egg Bhurji",0,"K",8.0000000000000000e+01,0.0000000000000000e+00,0,0,0,0,"GRILLED SANDWIC",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
243,"0242","Aloo Mutter",0,"K",1.6000000000000000e+02,0.0000000000000000e+00,0,0,0,0,"GLUTEN FREE TRE",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
244,"0243","Dal",0,"K",1.8000000000000000e+02,0.0000000000000000e+00,0,0,0,0,"GLUTEN FREE TRE",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
245,"0244","Waffles",0,"K",1.2000000000000000e+02,0.0000000000000000e+00,0,0,0,0,"DESSERTS",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
246,"0245","Egg Fride Rice",0,"K",1.5000000000000000e+02,0.0000000000000000e+00,0,0,0,0,"HEALTHY COLD SA",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
247,"0246","Butter Tost C",0,"K",1.8000000000000000e+02,0.0000000000000000e+00,0,0,0,0,"HEALTHY COLD SA",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
248,"0247","Manchurain Non-Veg",0,"K",3.8000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"PASTA",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
249,"0248","Onion Tomato Cucumber Sandwich",0,"K",1.4000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"GRILLED SANDWIC",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
250,"0249","Onion Tomato Cucumber Sandwich Comb",0,"K",2.2000000000000000e+02,0.0000000000000000e+00,0,0,0,1,"GRILLED SANDWIC",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
251,"0250","Ginger/ Garlic Chicken F",0,"K",4.5000000000000000e+02,0.0000000000000000e+00,0,0,0,0,"STARTERS",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
252,"0251","Ginger/ Garlic Chicken H",0,"K",3.4000000000000000e+02,0.0000000000000000e+00,0,0,0,0,"STARTERS",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
253,"0252","Mushroom & Corn S",0,"K",1.7000000000000000e+02,0.0000000000000000e+00,0,0,0,0,"GRILLED SANDWIC",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
254,"0253","Mushroom & Corn C",0,"K",2.4000000000000000e+02,0.0000000000000000e+00,0,0,0,0,"GRILLED SANDWIC",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
255,"0254","Shashi Pnair",0,"K",2.5000000000000000e+02,0.0000000000000000e+00,0,0,0,0,"DESSERTS",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
256,"0255","Masala Maggi",0,"K",7.5000000000000000e+01,0.0000000000000000e+00,0,0,0,0,"HEALTHY COLD SA",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
257,"0256","Veg Sandwich C",0,"K",2.2000000000000000e+02,0.0000000000000000e+00,0,0,0,0,"GRILLED SANDWIC",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
258,"0257","Plain Maggi",0,"K",5.0000000000000000e+01,0.0000000000000000e+00,0,0,0,0,"GRILLED SANDWIC",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
259,"0258","Musroom & Corn Wraps",0,"K",1.8000000000000000e+02,0.0000000000000000e+00,0,0,0,0,"GRILLED SANDWIC",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
260,"0259","Black Coffee L",0,"K",1.1000000000000000e+02,0.0000000000000000e+00,0,0,0,0,"DESSERTS",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
261,"0260","Mutton Sheek",0,"K",2.5000000000000000e+02,0.0000000000000000e+00,0,0,0,0,"DESSERTS",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
262,"0261","Chicken Biryani",0,"K",2.8000000000000000e+02,0.0000000000000000e+00,0,0,0,0,"HEALTHY COLD SA",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
263,"0262","Mix Veg",0,"K",1.8000000000000000e+02,0.0000000000000000e+00,0,0,0,0,"BURGERS & HOT D",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
264,"0263","Masala Chicken F",0,"K",4.5000000000000000e+02,0.0000000000000000e+00,0,0,0,0,"PASTA",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
265,"0264","Lemon Chicken F",0,"K",4.4000000000000000e+02,0.0000000000000000e+00,0,0,0,0,"ADDONS",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
266,"0265","Lemon  Chicken H",0,"K",3.3000000000000000e+02,0.0000000000000000e+00,0,0,0,0,"ADDONS",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
267,"0266","Paneer Butter Masala",0,"K",2.6000000000000000e+02,0.0000000000000000e+00,0,0,0,0,"DESSERTS",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
268,"0267","Fruit Pudding",0,"K",6.5000000000000000e+01,0.0000000000000000e+00,0,0,0,0,"ADDONS",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
269,"0268","Truffle Pudding",0,"K",8.5000000000000000e+01,0.0000000000000000e+00,0,0,0,0,"ADDONS",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
270,"0269","Classic Margarita L",0,"K",3.5000000000000000e+02,0.0000000000000000e+00,0,0,0,0,"PIZZAS",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
271,"0270","Hot Americano M",0,"K",1.6000000000000000e+02,0.0000000000000000e+00,0,0,0,0,"DESSERTS",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
272,"0271","Hot Americano L",0,"K",2.2000000000000000e+02,0.0000000000000000e+00,0,0,0,0,"DESSERTS",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
273,"0272","Aloo Prantha",0,"K",8.0000000000000000e+01,0.0000000000000000e+00,0,0,0,0,"DESSERTS",,0,,0,0,0,0,0,0,,,"PER",,0,0,0,,,,0,,0,,0.0000000000000000e+00,,0,0,0,,,,0,,-1,0,0.0000000000000000e+00,,0,,
